Date;Close
10.12.2009 00:00;28,25
11.12.2009 00:00;27,91
14.12.2009 00:00;27,98
15.12.2009 00:00;27,87
16.12.2009 00:00;27,75
17.12.2009 00:00;27,59
18.12.2009 00:00;28,01
21.12.2009 00:00;28,49
22.12.2009 00:00;28,75
23.12.2009 00:00;29,08
24.12.2009 00:00;30,24
28.12.2009 00:00;30,37
29.12.2009 00:00;29,83
30.12.2009 00:00;30,45
31.12.2009 00:00;30,49
04.01.2010 00:00;30,66
05.01.2010 00:00;30,62
06.01.2010 00:00;30,25
07.01.2010 00:00;30,04
08.01.2010 00:00;30,4
11.01.2010 00:00;29,88
12.01.2010 00:00;29,7
13.01.2010 00:00;30,02
14.01.2010 00:00;30,13
15.01.2010 00:00;29,76
19.01.2010 00:00;30,7
20.01.2010 00:00;30,3
21.01.2010 00:00;29,54
22.01.2010 00:00;28,93
25.01.2010 00:00;29,42
26.01.2010 00:00;29,55
27.01.2010 00:00;29,28
28.01.2010 00:00;28,73
29.01.2010 00:00;27,48
01.02.2010 00:00;27,99
02.02.2010 00:00;27,88
03.02.2010 00:00;28,1
04.02.2010 00:00;27,52
05.02.2010 00:00;27,95
08.02.2010 00:00;28,06
09.02.2010 00:00;27,98
10.02.2010 00:00;27,84
11.02.2010 00:00;28,3
12.02.2010 00:00;28,85
16.02.2010 00:00;29,17
17.02.2010 00:00;28,8
18.02.2010 00:00;28,84
19.02.2010 00:00;28,91
22.02.2010 00:00;28,57
23.02.2010 00:00;28,32
24.02.2010 00:00;28,2
25.02.2010 00:00;28,91
26.02.2010 00:00;29,39
01.03.2010 00:00;29,99
02.03.2010 00:00;29,85
03.03.2010 00:00;29,9
04.03.2010 00:00;30,7
05.03.2010 00:00;31,43
08.03.2010 00:00;31,19
09.03.2010 00:00;31,97
10.03.2010 00:00;31,99
11.03.2010 00:00;32,48
12.03.2010 00:00;32,2
15.03.2010 00:00;32,03
16.03.2010 00:00;32,13
17.03.2010 00:00;32,01
18.03.2010 00:00;32,11
19.03.2010 00:00;31,49
22.03.2010 00:00;32,23
23.03.2010 00:00;32,52
24.03.2010 00:00;32,99
25.03.2010 00:00;32,71
26.03.2010 00:00;33,29
29.03.2010 00:00;33,8
30.03.2010 00:00;33,64
31.03.2010 00:00;33,93
01.04.2010 00:00;33,57
05.04.2010 00:00;34,03
06.04.2010 00:00;34,24
07.04.2010 00:00;34,35
08.04.2010 00:00;34,49
09.04.2010 00:00;34,6
12.04.2010 00:00;34,55
13.04.2010 00:00;35,04
14.04.2010 00:00;35,11
15.04.2010 00:00;35,51
16.04.2010 00:00;35,29
19.04.2010 00:00;35,5
20.04.2010 00:00;36,97
21.04.2010 00:00;36,89
22.04.2010 00:00;38,28
23.04.2010 00:00;38,84
26.04.2010 00:00;38,18
27.04.2010 00:00;37,61
28.04.2010 00:00;37,57
29.04.2010 00:00;38,47
30.04.2010 00:00;37,69
03.05.2010 00:00;37,55
04.05.2010 00:00;36,15
05.05.2010 00:00;36,26
06.05.2010 00:00;34,82
07.05.2010 00:00;35,75
10.05.2010 00:00;35,98
11.05.2010 00:00;37,03
12.05.2010 00:00;37,6
13.05.2010 00:00;36,45
14.05.2010 00:00;36,38
17.05.2010 00:00;36,71
18.05.2010 00:00;35,64
19.05.2010 00:00;34,55
20.05.2010 00:00;33,26
21.05.2010 00:00;35,33
24.05.2010 00:00;34,19
25.05.2010 00:00;35,73
26.05.2010 00:00;35,8
27.05.2010 00:00;37,05
28.05.2010 00:00;37,1
01.06.2010 00:00;37,79
02.06.2010 00:00;37,88
03.06.2010 00:00;36,89
04.06.2010 00:00;36,9
07.06.2010 00:00;36,18
08.06.2010 00:00;35,92
09.06.2010 00:00;34,98
10.06.2010 00:00;35,46
11.06.2010 00:00;36,57
14.06.2010 00:00;36,52
15.06.2010 00:00;37,3
16.06.2010 00:00;38,66
17.06.2010 00:00;38,89
18.06.2010 00:00;39,67
21.06.2010 00:00;38,88
22.06.2010 00:00;39,22
23.06.2010 00:00;38,71
24.06.2010 00:00;38,58
25.06.2010 00:00;38,13
28.06.2010 00:00;37,73
29.06.2010 00:00;36,67
30.06.2010 00:00;36,33
01.07.2010 00:00;35,78
02.07.2010 00:00;35,86
06.07.2010 00:00;35,78
07.07.2010 00:00;37,5
08.07.2010 00:00;36,7
09.07.2010 00:00;36,93
12.07.2010 00:00;36,62
13.07.2010 00:00;35,62
14.07.2010 00:00;35,46
15.07.2010 00:00;36,17
16.07.2010 00:00;35,7
19.07.2010 00:00;34,7
20.07.2010 00:00;37,87
21.07.2010 00:00;36,81
22.07.2010 00:00;36,73
23.07.2010 00:00;37,14
26.07.2010 00:00;37,27
27.07.2010 00:00;37,67
28.07.2010 00:00;37,24
29.07.2010 00:00;36,56
30.07.2010 00:00;37,2
02.08.2010 00:00;37,29
03.08.2010 00:00;37,55
04.08.2010 00:00;37,39
05.08.2010 00:00;37,11
06.08.2010 00:00;37,35
09.08.2010 00:00;37,12
10.08.2010 00:00;36,49
11.08.2010 00:00;35,24
12.08.2010 00:00;35,95
13.08.2010 00:00;35,37
16.08.2010 00:00;35,73
17.08.2010 00:00;36,05
18.08.2010 00:00;36,12
19.08.2010 00:00;35,63
20.08.2010 00:00;35,97
23.08.2010 00:00;34,67
24.08.2010 00:00;34
25.08.2010 00:00;35,06
26.08.2010 00:00;34,54
27.08.2010 00:00;34,39
30.08.2010 00:00;34,55
31.08.2010 00:00;35,35
01.09.2010 00:00;35,89
02.09.2010 00:00;36,44
03.09.2010 00:00;36,66
07.09.2010 00:00;37,11
08.09.2010 00:00;37,86
09.09.2010 00:00;37,6
10.09.2010 00:00;37,97
13.09.2010 00:00;38,03
14.09.2010 00:00;38,31
15.09.2010 00:00;38,61
16.09.2010 00:00;39,67
17.09.2010 00:00;39,44
20.09.2010 00:00;40,55
21.09.2010 00:00;40,39
22.09.2010 00:00;40,9
23.09.2010 00:00;41,73
24.09.2010 00:00;42
27.09.2010 00:00;41,68
28.09.2010 00:00;41,03
29.09.2010 00:00;41,29
30.09.2010 00:00;40,88
01.10.2010 00:00;40,23
04.10.2010 00:00;40,29
05.10.2010 00:00;41,37
06.10.2010 00:00;41,48
07.10.2010 00:00;41,67
08.10.2010 00:00;42,11
11.10.2010 00:00;42,2
12.10.2010 00:00;42,88
13.10.2010 00:00;43,1
14.10.2010 00:00;43,92
15.10.2010 00:00;45,5
18.10.2010 00:00;43,34
19.10.2010 00:00;44,14
20.10.2010 00:00;44,62
21.10.2010 00:00;44,15
22.10.2010 00:00;44,15
25.10.2010 00:00;43,84
26.10.2010 00:00;43,95
27.10.2010 00:00;43,94
28.10.2010 00:00;43,3
01.11.2010 00:00;43,42
02.11.2010 00:00;44,2
03.11.2010 00:00;44,68
04.11.2010 00:00;45,39
05.11.2010 00:00;45,29
08.11.2010 00:00;45,54
09.11.2010 00:00;45,09
10.11.2010 00:00;45,42
11.11.2010 00:00;45,22
12.11.2010 00:00;44,03
15.11.2010 00:00;43,86
16.11.2010 00:00;43,06
17.11.2010 00:00;42,91
18.11.2010 00:00;44,04
19.11.2010 00:00;43,8
22.11.2010 00:00;44,74
23.11.2010 00:00;44,16
24.11.2010 00:00;44,97
26.11.2010 00:00;44,94
29.11.2010 00:00;45,24
